,AH,AH_Home,AH_Away,OU,Over,Under,Home_name,Away_name,Date,URL
17,Asian handicap +1.5 ,2.03,1.93,Over/Under +204.5 ,1.96,2.03,Boston Celtics,Cleveland Cavaliers,"Sunday, 13 May  2018, 22:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-cleveland-cavaliers-8WdoM6eG/
18,Asian handicap -1.5 ,2.0,1.99,Over/Under +204.5 ,2.0,1.99,Boston Celtics,Philadelphia 76ers,"Thursday, 10 May  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-philadelphia-76ers-bZK8ZYFQ/
19,Asian handicap -11.5 ,2.07,1.95,Over/Under +230 ,1.96,1.96,Golden State Warriors,New Orleans Pelicans,"Wednesday, 09 May  2018, 05:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-new-orleans-pelicans-renlwW5J/
20,Asian handicap -12 ,1.96,2.11,Over/Under +207.5 ,1.97,1.95,Houston Rockets,Utah Jazz,"Wednesday, 09 May  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-utah-jazz-Q942gje8/
21,Asian handicap -5 ,1.97,2.02,Over/Under +212.5 ,2.07,1.95,Cleveland Cavaliers,Toronto Raptors,"Tuesday, 08 May  2018, 03:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-toronto-raptors-EqE2Udd5/
22,Asian handicap -7 ,2.02,2.12,Over/Under +205.5 ,2.05,2.0,Philadelphia 76ers,Boston Celtics,"Tuesday, 08 May  2018, 01:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/philadelphia-76ers-boston-celtics-UNQLf5Dq/
23,Asian handicap +6.5 ,2.12,1.94,Over/Under +210.5 ,1.96,2.06,Utah Jazz,Houston Rockets,"Monday, 07 May  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/utah-jazz-houston-rockets-Otlgao5S/
24,Asian handicap +6 ,2.0,2.0,Over/Under +231 ,2.0,1.95,New Orleans Pelicans,Golden State Warriors,"Sunday, 06 May  2018, 22:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/new-orleans-pelicans-golden-state-warriors-Iqoo17zG/
25,Asian handicap -4.5 ,1.99,2.06,Over/Under +214.5 ,2.08,1.99,Cleveland Cavaliers,Toronto Raptors,"Sunday, 06 May  2018, 03:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-toronto-raptors-zgFbVxsa/
26,Asian handicap -9 ,2.01,1.97,Over/Under +206.5 ,2.0,2.01,Philadelphia 76ers,Boston Celtics,"Sunday, 06 May  2018, 00:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/philadelphia-76ers-boston-celtics-C6pk0RkM/
27,Asian handicap +4.5 ,1.98,2.02,Over/Under +209 ,2.04,1.97,Utah Jazz,Houston Rockets,"Saturday, 05 May  2018, 05:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/utah-jazz-houston-rockets-vgns2mL9/
28,Asian handicap +5 ,1.99,1.98,Over/Under +233.5 ,1.97,2.06,New Orleans Pelicans,Golden State Warriors,"Saturday, 05 May  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/new-orleans-pelicans-golden-state-warriors-rRhY39jc/
29,Asian handicap +4.5 ,2.09,1.93,Over/Under +206.5 ,1.96,2.02,Boston Celtics,Philadelphia 76ers,"Friday, 04 May  2018, 03:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-philadelphia-76ers-MHix3T53/
30,Asian handicap -6.5 ,2.03,1.95,Over/Under +213 ,2.03,1.99,Toronto Raptors,Cleveland Cavaliers,"Friday, 04 May  2018, 01:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/toronto-raptors-cleveland-cavaliers-hUPgWIRh/
31,Asian handicap -10.5 ,2.02,1.98,Over/Under +204.5 ,2.04,2.01,Houston Rockets,Utah Jazz,"Thursday, 03 May  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-utah-jazz-UN4juQDd/
32,Asian handicap -11 ,1.98,1.98,Over/Under +228.5 ,2.02,2.03,Golden State Warriors,New Orleans Pelicans,"Wednesday, 02 May  2018, 05:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-new-orleans-pelicans-dvYCntjQ/
33,Asian handicap -7 ,1.96,2.02,Over/Under +213.5 ,2.09,1.97,Toronto Raptors,Cleveland Cavaliers,"Wednesday, 02 May  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/toronto-raptors-cleveland-cavaliers-vRLkXbCn/
34,Asian handicap +4.5 ,1.96,2.0,Over/Under +205.5 ,1.94,2.02,Boston Celtics,Philadelphia 76ers,"Tuesday, 01 May  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-philadelphia-76ers-GK0nt6bj/
35,Asian handicap -11.5 ,2.01,1.97,Over/Under +206 ,2.0,1.99,Houston Rockets,Utah Jazz,"Sunday, 29 Apr  2018, 22:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-utah-jazz-2HY8mMzK/
36,Asian handicap -5.5 ,1.99,1.96,Over/Under +200.5 ,1.96,2.0,Cleveland Cavaliers,Indiana Pacers,"Sunday, 29 Apr  2018, 20:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-indiana-pacers-hA195uvF/
37,Asian handicap -7.5 ,2.17,1.99,Over/Under +223.5 ,2.03,2.03,Golden State Warriors,New Orleans Pelicans,"Sunday, 29 Apr  2018, 05:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-new-orleans-pelicans-dO3EsvOJ/
38,Asian handicap -4.5 ,2.02,1.98,Over/Under +196 ,2.04,2.04,Boston Celtics,Milwaukee Bucks,"Sunday, 29 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-milwaukee-bucks-YFRyGIBe/
39,Asian handicap -6.5 ,2.06,1.98,Over/Under +207 ,1.98,1.98,Utah Jazz,Oklahoma City Thunder,"Saturday, 28 Apr  2018, 05:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/utah-jazz-oklahoma-city-thunder-WzPwyij5/
40,Asian handicap -1.5 ,2.03,2.0,Over/Under +201.5 ,2.08,1.93,Indiana Pacers,Cleveland Cavaliers,"Saturday, 28 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/indiana-pacers-cleveland-cavaliers-lOwYzWGt/
41,Asian handicap +2 ,2.02,1.99,Over/Under +214.5 ,1.98,1.98,Washington Wizards,Toronto Raptors,"Saturday, 28 Apr  2018, 02:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/washington-wizards-toronto-raptors-QBNMTE9D/
42,Asian handicap -4.5 ,2.03,2.0,Over/Under +200.5 ,2.03,1.95,Milwaukee Bucks,Boston Celtics,"Friday, 27 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/milwaukee-bucks-boston-celtics-f9jFgsSq/
43,Asian handicap -12 ,1.99,2.03,Over/Under +217.5 ,1.93,2.08,Houston Rockets,Minnesota Timberwolves,"Thursday, 26 Apr  2018, 04:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-minnesota-timberwolves-W6eRqN5l/
44,Asian handicap -2.5 ,2.21,1.99,Over/Under +207.5 ,2.02,1.97,Oklahoma City Thunder,Utah Jazz,"Thursday, 26 Apr  2018, 04:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/oklahoma-city-thunder-utah-jazz-fquZX0zB/
45,Asian handicap -6.5 ,2.0,2.07,Over/Under +205.5 ,2.02,2.0,Cleveland Cavaliers,Indiana Pacers,"Thursday, 26 Apr  2018, 02:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-indiana-pacers-nJyRZM5b/
46,Asian handicap -7 ,2.05,1.93,Over/Under +215.5 ,2.01,1.95,Toronto Raptors,Washington Wizards,"Thursday, 26 Apr  2018, 02:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/toronto-raptors-washington-wizards-Gjk11E2m/
47,Asian handicap -11 ,2.0,2.04,Over/Under +204.5 ,1.98,2.01,Golden State Warriors,San Antonio Spurs,"Wednesday, 25 Apr  2018, 05:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-san-antonio-spurs-jgV9WGPf/
48,Asian handicap -10 ,1.98,1.98,Over/Under +215.5 ,1.94,2.06,Philadelphia 76ers,Miami Heat,"Wednesday, 25 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/philadelphia-76ers-miami-heat-jkm4roMj/
49,Asian handicap -4.5 ,1.98,2.11,Over/Under +202.5 ,1.97,1.97,Boston Celtics,Milwaukee Bucks,"Wednesday, 25 Apr  2018, 02:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-milwaukee-bucks-hYN8Kg9P/
50,Asian handicap -5 ,1.98,2.08,Over/Under +208 ,1.98,1.94,Utah Jazz,Oklahoma City Thunder,"Tuesday, 24 Apr  2018, 05:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/utah-jazz-oklahoma-city-thunder-faDLuLsM/
51,Asian handicap +6 ,2.07,1.95,Over/Under +217.5 ,2.0,1.95,Minnesota Timberwolves,Houston Rockets,"Tuesday, 24 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/minnesota-timberwolves-houston-rockets-0xEHt1SF/
52,Asian handicap +1.5 ,2.02,1.99,Over/Under +206.5 ,1.97,2.02,Indiana Pacers,Cleveland Cavaliers,"Monday, 23 Apr  2018, 03:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/indiana-pacers-cleveland-cavaliers-GYqDq3rc/
53,Asian handicap +1.5 ,1.98,2.0,Over/Under +216.5 ,2.02,1.97,Washington Wizards,Toronto Raptors,"Monday, 23 Apr  2018, 01:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/washington-wizards-toronto-raptors-2VeVKJ5d/
54,Asian handicap +6.5 ,2.11,1.96,Over/Under +206.5 ,1.98,2.01,San Antonio Spurs,Golden State Warriors,"Sunday, 22 Apr  2018, 22:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/san-antonio-spurs-golden-state-warriors-Eqfhza5q/
55,Asian handicap -5.5 ,2.03,1.93,Over/Under +204 ,1.95,1.98,Milwaukee Bucks,Boston Celtics,"Sunday, 22 Apr  2018, 20:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/milwaukee-bucks-boston-celtics-MoFDssD9/
56,Asian handicap -5 ,1.99,1.95,Over/Under +209 ,2.0,1.98,Utah Jazz,Oklahoma City Thunder,"Sunday, 22 Apr  2018, 05:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/utah-jazz-oklahoma-city-thunder-Uwugv86H/
57,Asian handicap +6 ,1.99,1.95,Over/Under +217 ,1.98,1.95,Minnesota Timberwolves,Houston Rockets,"Sunday, 22 Apr  2018, 02:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/minnesota-timberwolves-houston-rockets-04zkuliB/
58,Asian handicap -6.5 ,2.01,1.97,Over/Under +217 ,1.98,1.96,New Orleans Pelicans,Portland Trail Blazers,"Sunday, 22 Apr  2018, 00:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/new-orleans-pelicans-portland-trail-blazers-82HPvucS/
59,Asian handicap +3.5 ,1.98,2.03,Over/Under +213 ,1.95,2.0,Miami Heat,Philadelphia 76ers,"Saturday, 21 Apr  2018, 21:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/miami-heat-philadelphia-76ers-fPrHrNc3/
60,Asian handicap -5 ,1.94,1.99,Over/Under +205.5 ,2.02,1.94,Milwaukee Bucks,Boston Celtics,"Saturday, 21 Apr  2018, 04:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/milwaukee-bucks-boston-celtics-MDyotUy5/
61,Asian handicap -1 ,1.99,2.0,Over/Under +217.5 ,2.0,1.97,Washington Wizards,Toronto Raptors,"Saturday, 21 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/washington-wizards-toronto-raptors-YiqYrWin/
62,Asian handicap -1.5 ,1.99,1.97,Over/Under +209 ,2.0,1.96,Indiana Pacers,Cleveland Cavaliers,"Saturday, 21 Apr  2018, 02:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/indiana-pacers-cleveland-cavaliers-SErxrj7h/
63,Asian handicap +3.5 ,2.06,1.98,Over/Under +205.5 ,2.0,1.96,San Antonio Spurs,Golden State Warriors,"Friday, 20 Apr  2018, 04:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/san-antonio-spurs-golden-state-warriors-lSiRLajj/
64,Asian handicap -3.5 ,1.98,2.0,Over/Under +215.5 ,2.0,1.98,New Orleans Pelicans,Portland Trail Blazers,"Friday, 20 Apr  2018, 04:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/new-orleans-pelicans-portland-trail-blazers-632MMuyp/
65,Asian handicap +2.5 ,2.08,2.01,Over/Under +214 ,1.96,1.97,Miami Heat,Philadelphia 76ers,"Friday, 20 Apr  2018, 02:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/miami-heat-philadelphia-76ers-vkntsAMb/
66,Asian handicap -10.5 ,1.95,2.09,Over/Under +215 ,2.0,2.01,Houston Rockets,Minnesota Timberwolves,"Thursday, 19 Apr  2018, 04:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-minnesota-timberwolves-MDFFQlxI/
67,Asian handicap -3.5 ,2.14,1.96,Over/Under +207.5 ,1.96,2.04,Oklahoma City Thunder,Utah Jazz,"Thursday, 19 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/oklahoma-city-thunder-utah-jazz-GzFJP8iO/
68,Asian handicap -7.5 ,2.06,1.94,Over/Under +212.5 ,1.99,1.96,Cleveland Cavaliers,Indiana Pacers,"Thursday, 19 Apr  2018, 02:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-indiana-pacers-neN2Tjha/
69,Asian handicap -6.5 ,1.91,2.03,Over/Under +214 ,2.06,2.0,Portland Trail Blazers,New Orleans Pelicans,"Wednesday, 18 Apr  2018, 05:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/portland-trail-blazers-new-orleans-pelicans-fRDNOS6U/
70,Asian handicap -1.5 ,2.03,2.05,Over/Under +200 ,1.98,2.07,Boston Celtics,Milwaukee Bucks,"Wednesday, 18 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-milwaukee-bucks-8ABBRUMB/
71,Asian handicap -7 ,2.0,1.98,Over/Under +213.5 ,1.99,1.96,Toronto Raptors,Washington Wizards,"Wednesday, 18 Apr  2018, 02:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/toronto-raptors-washington-wizards-vVNbUWxg/
72,Asian handicap -9.5 ,1.93,2.07,Over/Under +205.5 ,1.95,2.0,Golden State Warriors,San Antonio Spurs,"Tuesday, 17 Apr  2018, 05:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-san-antonio-spurs-f1pUqCxt/
73,Asian handicap -6.5 ,1.98,2.0,Over/Under +216.5 ,2.02,2.01,Philadelphia 76ers,Miami Heat,"Tuesday, 17 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/philadelphia-76ers-miami-heat-QoM6SA75/
74,Asian handicap -11.5 ,2.0,2.08,Over/Under +215.5 ,1.96,2.0,Houston Rockets,Minnesota Timberwolves,"Monday, 16 Apr  2018, 04:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-minnesota-timberwolves-SjftCkNO/
75,Asian handicap -4.5 ,2.03,2.0,Over/Under +205 ,2.04,1.96,Oklahoma City Thunder,Utah Jazz,"Monday, 16 Apr  2018, 01:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/oklahoma-city-thunder-utah-jazz-tfrOzZaP/
76,Asian handicap -7 ,2.01,1.97,Over/Under +212.5 ,1.97,2.02,Cleveland Cavaliers,Indiana Pacers,"Sunday, 15 Apr  2018, 22:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-indiana-pacers-hY1TEiw6/
77,Asian handicap -3.5 ,2.0,1.95,Over/Under +200 ,1.96,1.95,Boston Celtics,Milwaukee Bucks,"Sunday, 15 Apr  2018, 20:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-milwaukee-bucks-l0exDV7I/
78,Asian handicap -5 ,2.09,2.0,Over/Under +217.5 ,1.99,1.99,Portland Trail Blazers,New Orleans Pelicans,"Sunday, 15 Apr  2018, 05:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/portland-trail-blazers-new-orleans-pelicans-IFZkWh8t/
79,Asian handicap -5.5 ,2.07,1.95,Over/Under +214 ,2.09,1.98,Philadelphia 76ers,Miami Heat,"Sunday, 15 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/philadelphia-76ers-miami-heat-WO0XDBhC/
80,Asian handicap -7.5 ,2.08,1.93,Over/Under +213.5 ,2.04,1.92,Toronto Raptors,Washington Wizards,"Sunday, 15 Apr  2018, 00:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/toronto-raptors-washington-wizards-bB2PFXNa/
81,Asian handicap -8 ,1.99,2.01,Over/Under +205.5 ,2.04,1.97,Golden State Warriors,San Antonio Spurs,"Saturday, 14 Apr  2018, 22:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-san-antonio-spurs-0vPfVCNn/
82,Asian handicap -2.5 ,1.99,1.98,Over/Under +214.5 ,1.98,1.96,Los Angeles Clippers,Los Angeles Lakers,"Thursday, 12 Apr  2018, 05:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/los-angeles-clippers-los-angeles-lakers-UNrWLKNP/
83,Asian handicap -2.5 ,2.07,2.05,Over/Under +202 ,2.0,1.96,Portland Trail Blazers,Utah Jazz,"Thursday, 12 Apr  2018, 05:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/portland-trail-blazers-utah-jazz-06Z1Gbom/
84,Asian handicap -1.5 ,2.13,1.93,Over/Under +200.5 ,2.03,1.98,Sacramento Kings,Houston Rockets,"Thursday, 12 Apr  2018, 05:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/sacramento-kings-houston-rockets-n3VcHvWt/
85,Asian handicap +4 ,1.97,2.05,Over/Under +205.5 ,2.03,1.96,Boston Celtics,Brooklyn Nets,"Thursday, 12 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-brooklyn-nets-zP1uacGC/
86,Asian handicap +4.5 ,1.93,2.05,Over/Under +212.5 ,2.0,1.98,Chicago Bulls,Detroit Pistons,"Thursday, 12 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/chicago-bulls-detroit-pistons-URbX0Jo0/
87,Asian handicap -8.5 ,2.0,2.05,Over/Under +215.5 ,1.96,2.09,Cleveland Cavaliers,New York Knicks,"Thursday, 12 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-new-york-knicks-jXqSM08J/
88,Asian handicap -2.5 ,2.0,1.95,Over/Under +202.5 ,1.94,2.08,Miami Heat,Toronto Raptors,"Thursday, 12 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/miami-heat-toronto-raptors-j1BNBz0I/
89,Asian handicap -3.5 ,2.03,2.0,Over/Under +216 ,2.0,2.0,Minnesota Timberwolves,Denver Nuggets,"Thursday, 12 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/minnesota-timberwolves-denver-nuggets-EF0qbHVI/
90,Asian handicap -3.5 ,1.96,2.03,Over/Under +211.5 ,1.98,2.0,New Orleans Pelicans,San Antonio Spurs,"Thursday, 12 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/new-orleans-pelicans-san-antonio-spurs-vw6K3L1s/
91,Asian handicap -16.5 ,2.03,1.98,Over/Under +211.5 ,1.98,1.92,Oklahoma City Thunder,Memphis Grizzlies,"Thursday, 12 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/oklahoma-city-thunder-memphis-grizzlies-t22y0w16/
92,Asian handicap +5.5 ,1.91,2.06,Over/Under +205.5 ,1.95,1.97,Orlando Magic,Washington Wizards,"Thursday, 12 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/orlando-magic-washington-wizards-n39S1aWg/
93,Asian handicap -6.5 ,1.95,2.11,Over/Under +221.5 ,1.93,2.04,Philadelphia 76ers,Milwaukee Bucks,"Thursday, 12 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/philadelphia-76ers-milwaukee-bucks-8CAO2uHm/
94,Asian handicap +8 ,1.95,2.09,Over/Under +217.5 ,2.01,2.0,Los Angeles Lakers,Houston Rockets,"Wednesday, 11 Apr  2018, 05:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/los-angeles-lakers-houston-rockets-xUJh81gQ/
95,Asian handicap -8 ,1.99,1.97,Over/Under +211 ,2.0,1.96,Utah Jazz,Golden State Warriors,"Wednesday, 11 Apr  2018, 04:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/utah-jazz-golden-state-warriors-f5Um9svK/
96,Asian handicap -3 ,2.12,2.03,Over/Under +207.5 ,1.98,2.0,Dallas Mavericks,Phoenix Suns,"Wednesday, 11 Apr  2018, 03:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/dallas-mavericks-phoenix-suns-t2QqANOD/
97,Asian handicap -7.5 ,2.0,1.95,Over/Under +204.5 ,2.0,1.99,Washington Wizards,Boston Celtics,"Wednesday, 11 Apr  2018, 03:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/washington-wizards-boston-celtics-Sbx2ovnD/
98,Asian handicap +10 ,1.99,1.94,Over/Under +220.5 ,2.05,1.94,Atlanta Hawks,Philadelphia 76ers,"Wednesday, 11 Apr  2018, 02:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/atlanta-hawks-philadelphia-76ers-l8wbnKW6/
99,Asian handicap -1.5 ,2.12,1.92,Over/Under +216 ,2.0,1.97,Indiana Pacers,Charlotte Hornets,"Wednesday, 11 Apr  2018, 02:00",https://www.oddsportal.com/basketball/usa/nba-2017-2018/indiana-pacers-charlotte-hornets-Mo71m0H0/
100,Asian handicap +8.5 ,1.96,2.01,Over/Under +222.5 ,2.03,1.95,Los Angeles Clippers,New Orleans Pelicans,"Tuesday, 10 Apr  2018, 05:30",https://www.oddsportal.com/basketball/usa/nba-2017-2018/los-angeles-clippers-new-orleans-pelicans-re8clt2f/
