,AH,AH_Home,AH_Away,OU,Over,Under,Home_name,Away_name,Date,URL
21,Asian handicap -6.5 ,1.98,2.0,Over/Under +166.5 ,2.02,1.93,Valencia,Maccabi Tel Aviv,"Friday, 06 Apr  2018, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/valencia-maccabi-tel-aviv-A9tISdP2/
22,Asian handicap -4.5 ,2.07,2.05,Over/Under +156.5 ,2.02,1.93,Olympiakos,Zalgiris Kaunas,"Friday, 06 Apr  2018, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/olympiakos-piraeus-zalgiris-kaunas-d6hz4Dn2/
23,Asian handicap -4 ,1.98,2.02,Over/Under +164.5 ,2.04,1.92,Barcelona,Khimki M.,"Thursday, 05 Apr  2018, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/barcelona-khimki-m-p6cfDHPF/
24,Asian handicap -14 ,2.05,1.99,Over/Under +170.5 ,1.98,1.98,Baskonia,Anadolu Efes,"Thursday, 05 Apr  2018, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/saski-baskonia-anadolu-efes-SUnaCyuM/
25,Asian handicap +6.5 ,2.04,2.06,Over/Under +163.5 ,1.99,2.02,Olimpia Milano,Panathinaikos,"Thursday, 05 Apr  2018, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/milan-panathinaikos-tYj3BefS/
26,Asian handicap -11 ,2.03,1.99,Over/Under +156.5 ,2.07,2.0,Fenerbahce,Unicaja,"Thursday, 05 Apr  2018, 20:15",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/fenerbahce-unicaja-bDwV6F2q/
27,Asian handicap -18 ,2.01,2.02,Over/Under +172.5 ,2.0,2.09,CSKA Moscow,Crvena zvezda mts,"Thursday, 05 Apr  2018, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/cska-moscow-crvena-zvezda-mts-x4xZ5ZHk/
28,Asian handicap -10.5 ,1.99,1.96,Over/Under +158.5 ,2.07,1.92,Panathinaikos,Valencia,"Friday, 30 Mar  2018, 21:15",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/panathinaikos-valencia-bkerGJuc/
29,Asian handicap +8.5 ,2.0,2.06,Over/Under +168.5 ,2.0,1.98,Crvena zvezda mts,Real Madrid,"Friday, 30 Mar  2018, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/crvena-zvezda-mts-real-madrid-xtfnFwe3/
30,Asian handicap +5.5 ,1.92,2.1,Over/Under +168 ,2.0,1.96,Zalgiris Kaunas,CSKA Moscow,"Friday, 30 Mar  2018, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/zalgiris-kaunas-cska-moscow-6FbjEcA9/
31,Asian handicap +2.5 ,2.0,1.98,Over/Under +156 ,2.0,1.94,Unicaja,Olympiakos,"Friday, 30 Mar  2018, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/unicaja-olympiakos-piraeus-dpHaiz3d/
32,Asian handicap -10.5 ,1.95,2.14,Over/Under +167 ,2.02,1.94,Baskonia,Maccabi Tel Aviv,"Thursday, 29 Mar  2018, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/saski-baskonia-maccabi-tel-aviv-lvSPcxQS/
33,Asian handicap -4.5 ,1.96,2.09,Over/Under +167.5 ,2.04,2.05,Bamberg,Olimpia Milano,"Thursday, 29 Mar  2018, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/brose-bamberg-milan-W2XKbIAM/
34,Asian handicap -1 ,1.91,2.11,Over/Under +167.5 ,2.13,1.94,Anadolu Efes,Barcelona,"Thursday, 29 Mar  2018, 20:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/anadolu-efes-barcelona-jmEigdYq/
35,Asian handicap +4.5 ,1.95,2.01,Over/Under +154 ,1.96,2.03,Khimki M.,Fenerbahce,"Thursday, 29 Mar  2018, 18:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/khimki-m-fenerbahce-pADehGmj/
36,Asian handicap +1 ,2.0,1.93,Over/Under +166.5 ,2.11,1.93,Barcelona,Baskonia,"Friday, 23 Mar  2018, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/barcelona-saski-baskonia-pnV81KQ3/
37,Asian handicap -12.5 ,1.95,2.01,Over/Under +157.5 ,1.94,1.97,Olympiakos,Anadolu Efes,"Friday, 23 Mar  2018, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/olympiakos-piraeus-anadolu-efes-hCYGabeG/
38,Asian handicap -3 ,1.99,2.0,Over/Under +160 ,1.96,1.96,Bamberg,Unicaja,"Friday, 23 Mar  2018, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/brose-bamberg-unicaja-2Nu420Bc/
39,Asian handicap +6 ,2.0,1.96,Over/Under +168.5 ,1.94,1.99,Khimki M.,CSKA Moscow,"Friday, 23 Mar  2018, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/khimki-m-cska-moscow-bkZC0vtA/
40,Asian handicap -3 ,1.96,2.07,Over/Under +164.5 ,1.99,2.0,Olimpia Milano,Valencia,"Thursday, 22 Mar  2018, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/milan-valencia-WOvFuw4p/
41,Asian handicap -9.5 ,2.01,2.08,Over/Under +165.5 ,2.02,1.91,Real Madrid,Zalgiris Kaunas,"Thursday, 22 Mar  2018, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/real-madrid-zalgiris-kaunas-Qs2npJeT/
42,Asian handicap -1 ,1.98,2.0,Over/Under +163.5 ,2.04,1.91,Maccabi Tel Aviv,Panathinaikos,"Thursday, 22 Mar  2018, 21:05",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/maccabi-tel-aviv-panathinaikos-OWt03tdi/
43,Asian handicap +6.5 ,1.91,2.13,Over/Under +158.5 ,2.08,1.94,Crvena zvezda mts,Fenerbahce,"Thursday, 22 Mar  2018, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/crvena-zvezda-mts-fenerbahce-AFwJvcJj/
44,Asian handicap -2.5 ,1.98,2.04,Over/Under +160.5 ,2.02,1.93,Unicaja,Barcelona,"Wednesday, 21 Mar  2018, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/unicaja-barcelona-CvbroatN/
45,Asian handicap -11 ,1.98,1.96,Over/Under +162.5 ,1.97,2.0,Baskonia,Bamberg,"Wednesday, 21 Mar  2018, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/saski-baskonia-brose-bamberg-Mk5Vm1d4/
46,Asian handicap +4.5 ,2.02,2.0,Over/Under +162.5 ,1.96,2.04,Anadolu Efes,Khimki M.,"Wednesday, 21 Mar  2018, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/anadolu-efes-khimki-m-IHbvnuRG/
47,Asian handicap -8.5 ,1.95,2.07,Over/Under +165.5 ,2.0,1.97,CSKA Moscow,Olympiakos,"Wednesday, 21 Mar  2018, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/cska-moscow-olympiakos-piraeus-vRazmLBA/
48,Asian handicap +5 ,2.0,2.0,Over/Under +163.5 ,1.98,1.98,Valencia,Real Madrid,"Tuesday, 20 Mar  2018, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/valencia-real-madrid-zcPzSJZp/
49,Asian handicap -12.5 ,1.98,1.98,Over/Under +160 ,1.98,1.96,Panathinaikos,Crvena zvezda mts,"Tuesday, 20 Mar  2018, 21:15",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/panathinaikos-crvena-zvezda-mts-x23Jj3Co/
50,Asian handicap -9 ,2.05,1.97,Over/Under +162 ,2.01,1.95,Zalgiris Kaunas,Olimpia Milano,"Tuesday, 20 Mar  2018, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/zalgiris-kaunas-milan-ra6Rlssb/
51,Asian handicap -10 ,1.99,2.04,Over/Under +159.5 ,1.99,1.99,Fenerbahce,Maccabi Tel Aviv,"Tuesday, 20 Mar  2018, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/fenerbahce-maccabi-tel-aviv-lx7NkNRi/
52,Asian handicap +3.5 ,2.06,2.01,Over/Under +156.5 ,1.96,2.0,Unicaja,Panathinaikos,"Friday, 16 Mar  2018, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/unicaja-panathinaikos-rapdZ1sB/
53,Asian handicap -2 ,2.06,2.01,Over/Under +166.5 ,1.98,2.03,Fenerbahce,CSKA Moscow,"Friday, 16 Mar  2018, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/fenerbahce-cska-moscow-Ymw9WaRT/
54,Asian handicap -4.5 ,1.95,2.07,Over/Under +162 ,2.0,2.02,Baskonia,Zalgiris Kaunas,"Thursday, 15 Mar  2018, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/saski-baskonia-zalgiris-kaunas-drrpx4ch/
55,Asian handicap -4.5 ,2.02,1.96,Over/Under +162.5 ,2.05,1.92,Maccabi Tel Aviv,Khimki M.,"Thursday, 15 Mar  2018, 21:05",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/maccabi-tel-aviv-khimki-m-UethzrS4/
56,Asian handicap -5 ,1.96,2.0,Over/Under +159.5 ,2.02,1.98,Bamberg,Anadolu Efes,"Thursday, 15 Mar  2018, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/brose-bamberg-anadolu-efes-GWQnwprn/
57,Asian handicap -8 ,1.95,1.98,Over/Under +155.5 ,2.01,1.93,Olympiakos,Barcelona,"Thursday, 15 Mar  2018, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/olympiakos-piraeus-barcelona-zZtlyOCb/
58,Asian handicap -3.5 ,1.98,2.04,Over/Under +157.5 ,2.01,1.94,Crvena zvezda mts,Valencia,"Thursday, 15 Mar  2018, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/crvena-zvezda-mts-valencia-4EY4XuCN/
59,Asian handicap +5.5 ,1.93,2.04,Over/Under +170.5 ,2.03,1.98,Olimpia Milano,Real Madrid,"Tuesday, 13 Mar  2018, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/milan-real-madrid-QNZ0YLdH/
60,Asian handicap -7 ,1.93,2.09,Over/Under +163.5 ,2.06,2.05,Barcelona,Crvena zvezda mts,"Friday, 09 Mar  2018, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/barcelona-crvena-zvezda-mts-UyMSXl66/
61,Asian handicap -11.5 ,1.93,2.04,Over/Under +153.5 ,1.99,1.93,Olympiakos,Bamberg,"Friday, 09 Mar  2018, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/olympiakos-piraeus-brose-bamberg-Q3FyWSzJ/
62,Asian handicap +2.5 ,1.93,2.04,Over/Under +156.5 ,1.93,2.0,Zalgiris Kaunas,Fenerbahce,"Friday, 09 Mar  2018, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/zalgiris-kaunas-fenerbahce-xtSrvQSu/
63,Asian handicap -12.5 ,2.06,1.93,Over/Under +169.5 ,2.0,1.98,CSKA Moscow,Unicaja,"Friday, 09 Mar  2018, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/cska-moscow-unicaja-C0BXW8LC/
64,Asian handicap -5 ,2.02,2.05,Over/Under +161.5 ,2.01,1.93,Real Madrid,Panathinaikos,"Thursday, 08 Mar  2018, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/real-madrid-panathinaikos-MBIKZAyf/
65,Asian handicap +1.5 ,1.95,2.09,Over/Under +162.5 ,1.96,1.98,Valencia,Baskonia,"Thursday, 08 Mar  2018, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/valencia-saski-baskonia-joNOYUj0/
66,Asian handicap +3.5 ,2.01,1.93,Over/Under +164.5 ,2.0,2.0,Anadolu Efes,Maccabi Tel Aviv,"Thursday, 08 Mar  2018, 19:30",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/anadolu-efes-maccabi-tel-aviv-0dUByX6s/
67,Asian handicap -10 ,1.95,2.02,Over/Under +162.5 ,2.0,2.08,Khimki M.,Olimpia Milano,"Thursday, 08 Mar  2018, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/khimki-m-milan-rLJGziMm/
68,Asian handicap -5.5 ,1.93,2.04,Over/Under +163 ,1.96,2.09,Real Madrid,Fenerbahce,"Friday, 02 Mar  2018, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/real-madrid-fenerbahce-jXsjKVy7/
69,Asian handicap -5 ,1.97,2.06,Over/Under +146 ,2.02,1.96,Panathinaikos,Olympiakos,"Friday, 02 Mar  2018, 21:15",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/panathinaikos-olympiakos-piraeus-6uQxrZTD/
70,Asian handicap -3.5 ,1.96,2.0,Over/Under +157.5 ,1.98,1.96,Crvena zvezda mts,Unicaja,"Friday, 02 Mar  2018, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/crvena-zvezda-mts-unicaja-pWOtsgqK/
71,Asian handicap -4.5 ,2.0,1.96,Over/Under +163.5 ,1.97,1.97,Baskonia,Khimki M.,"Thursday, 01 Mar  2018, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/saski-baskonia-khimki-m-MijZNDxr/
72,Asian handicap -4.5 ,2.06,2.02,Over/Under +167.5 ,1.95,1.98,Olimpia Milano,Anadolu Efes,"Thursday, 01 Mar  2018, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/milan-anadolu-efes-0rkwNXil/
73,Asian handicap -6.5 ,1.98,2.0,Over/Under +155.5 ,1.97,1.95,Valencia,Bamberg,"Thursday, 01 Mar  2018, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/valencia-brose-bamberg-UNtfJkiD/
74,Asian handicap +5.5 ,1.93,2.09,Over/Under +173.5 ,2.02,1.93,Maccabi Tel Aviv,CSKA Moscow,"Thursday, 01 Mar  2018, 21:05",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/maccabi-tel-aviv-cska-moscow-r7vrMi7f/
75,Asian handicap -5 ,1.99,1.98,Over/Under +163.5 ,2.02,1.93,Zalgiris Kaunas,Barcelona,"Thursday, 01 Mar  2018, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/zalgiris-kaunas-barcelona-dArnLBM0/
76,Asian handicap +1.5 ,2.02,2.18,Over/Under +170 ,1.98,1.99,Barcelona,Real Madrid,"Friday, 23 Feb  2018, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/barcelona-real-madrid-GjBfVep8/
77,Asian handicap -3.5 ,1.98,2.06,Over/Under +159.5 ,2.05,1.97,Bamberg,Crvena zvezda mts,"Friday, 23 Feb  2018, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/brose-bamberg-crvena-zvezda-mts-2mNC6C77/
78,Asian handicap +1.5 ,2.02,1.99,Over/Under +159.5 ,2.02,1.97,Anadolu Efes,Zalgiris Kaunas,"Friday, 23 Feb  2018, 19:30",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/anadolu-efes-zalgiris-kaunas-UgFbUFaE/
79,Asian handicap -1.5 ,1.96,2.0,Over/Under +155.5 ,1.96,1.99,Khimki M.,Panathinaikos,"Friday, 23 Feb  2018, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/khimki-m-panathinaikos-CI43TZEK/
80,Asian handicap -5.5 ,2.07,1.94,Over/Under +164.5 ,2.05,1.95,Unicaja,Maccabi Tel Aviv,"Thursday, 22 Feb  2018, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/unicaja-maccabi-tel-aviv-SUUa9ENl/
81,Asian handicap -9 ,2.0,2.02,Over/Under +153.5 ,2.0,1.99,Olympiakos,Valencia,"Thursday, 22 Feb  2018, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/olympiakos-piraeus-valencia-6LT38Yxe/
82,Asian handicap -12.5 ,2.02,1.96,Over/Under +161 ,2.0,1.96,Fenerbahce,Olimpia Milano,"Thursday, 22 Feb  2018, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/fenerbahce-milan-OdO87hh1/
83,Asian handicap -9.5 ,2.1,1.96,Over/Under +173.5 ,2.0,1.96,CSKA Moscow,Baskonia,"Thursday, 22 Feb  2018, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/cska-moscow-saski-baskonia-Y7VeAf8r/
84,Asian handicap -7.5 ,1.98,2.05,Over/Under +159.5 ,1.96,2.11,Real Madrid,Olympiakos,"Friday, 09 Feb  2018, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/real-madrid-olympiakos-piraeus-8QoHHxG8/
85,Asian handicap -5 ,1.96,2.09,Over/Under +168.5 ,2.02,1.95,Crvena zvezda mts,Olimpia Milano,"Friday, 09 Feb  2018, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/crvena-zvezda-mts-milan-x0jLGdVE/
86,Asian handicap -4 ,2.06,1.96,Over/Under +159.5 ,2.04,1.93,Zalgiris Kaunas,Khimki M.,"Friday, 09 Feb  2018, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/zalgiris-kaunas-khimki-m-bFvUEz0R/
87,Asian handicap -12.5 ,2.1,1.96,Over/Under +153.5 ,1.95,2.0,Fenerbahce,Bamberg,"Friday, 09 Feb  2018, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/fenerbahce-brose-bamberg-GjkPFGpL/
88,Asian handicap -4.5 ,2.04,1.95,Over/Under +158.5 ,2.06,1.93,Unicaja,Anadolu Efes,"Thursday, 08 Feb  2018, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/unicaja-anadolu-efes-voKKCSCq/
89,Asian handicap +6.5 ,2.06,2.03,Over/Under +164.5 ,1.98,1.95,Valencia,CSKA Moscow,"Thursday, 08 Feb  2018, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/valencia-cska-moscow-IyJOBnSk/
90,Asian handicap -5.5 ,2.06,1.93,Over/Under +159 ,2.0,1.96,Panathinaikos,Baskonia,"Thursday, 08 Feb  2018, 21:15",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/panathinaikos-saski-baskonia-CbISA6sd/
91,Asian handicap -4.5 ,2.0,1.95,Over/Under +167.5 ,2.1,1.95,Maccabi Tel Aviv,Barcelona,"Thursday, 08 Feb  2018, 21:05",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/maccabi-tel-aviv-barcelona-Q1MW9Qd2/
92,Asian handicap -7.5 ,1.95,1.99,Over/Under +163.5 ,1.99,1.98,Baskonia,Crvena zvezda mts,"Friday, 02 Feb  2018, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/saski-baskonia-crvena-zvezda-mts-AF1dIlkM/
93,Asian handicap +4.5 ,1.92,2.02,Over/Under +152 ,1.98,1.98,Bamberg,Panathinaikos,"Friday, 02 Feb  2018, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/brose-bamberg-panathinaikos-Gh2hJUZF/
94,Asian handicap -7.5 ,2.01,1.95,Over/Under +157.5 ,2.02,1.94,Khimki M.,Unicaja,"Friday, 02 Feb  2018, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/khimki-m-unicaja-l600H84S/
95,Asian handicap -2.5 ,2.0,1.95,Over/Under +148.5 ,1.93,2.05,Olympiakos,Fenerbahce,"Thursday, 01 Feb  2018, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/olympiakos-piraeus-fenerbahce-KQ8qLj53/
96,Asian handicap -8.5 ,2.05,1.95,Over/Under +166 ,2.0,1.96,Barcelona,Olimpia Milano,"Thursday, 01 Feb  2018, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/barcelona-milan-ETHgbTcj/
97,Asian handicap -5.5 ,2.03,2.01,Over/Under +163 ,2.02,2.01,Zalgiris Kaunas,Maccabi Tel Aviv,"Thursday, 01 Feb  2018, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/zalgiris-kaunas-maccabi-tel-aviv-2kblKAK9/
98,Asian handicap -6.5 ,2.0,2.05,Over/Under +157.5 ,1.94,2.0,Anadolu Efes,Valencia,"Thursday, 01 Feb  2018, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/anadolu-efes-valencia-tzAuMWkc/
99,Asian handicap -7.5 ,1.94,2.05,Over/Under +170.5 ,2.04,1.95,CSKA Moscow,Real Madrid,"Thursday, 01 Feb  2018, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/cska-moscow-real-madrid-hKGccmDd/
100,Asian handicap -3.5 ,1.97,2.0,Over/Under +168.5 ,1.96,2.05,Olimpia Milano,Maccabi Tel Aviv,"Friday, 26 Jan  2018, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/milan-maccabi-tel-aviv-plhbnZ29/
101,Asian handicap -2.5 ,2.0,1.94,Over/Under +155.5 ,2.02,1.95,Valencia,Khimki M.,"Friday, 26 Jan  2018, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/valencia-khimki-m-AH08PBed/
102,Asian handicap +4.5 ,1.98,2.05,Over/Under +148.5 ,2.02,1.98,Crvena zvezda mts,Olympiakos,"Friday, 26 Jan  2018, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/crvena-zvezda-mts-olympiakos-piraeus-Ovi2ogIF/
103,Asian handicap -7.5 ,2.02,1.93,Over/Under +154.5 ,2.02,1.97,Fenerbahce,Barcelona,"Friday, 26 Jan  2018, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2017-2018/fenerbahce-barcelona-4x5WTQnr/
