,AH,AH_Home,AH_Away,OU,Over,Under,Home_name,Away_name,Date,URL
10,Asian handicap -6.5 ,2.03,2.03,Over/Under +144.5 ,2.0,1.98,Fenerbahce,Panathinaikos,"Tuesday, 25 Apr  2017, 20:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/fenerbahce-panathinaikos-EaI8rDW8/
11,Asian handicap -8.5 ,2.02,2.02,Over/Under +165 ,2.0,1.97,Real Madrid,Darussafaka,"Friday, 21 Apr  2017, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/real-madrid-darussafaka-0zBCm5DC/
12,Asian handicap -7.5 ,1.9,2.06,Over/Under +154 ,2.09,2.0,Olympiakos,Anadolu Efes,"Friday, 21 Apr  2017, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/olympiakos-piraeus-anadolu-efes-St3bB85J/
13,Asian handicap -5.5 ,1.97,2.18,Over/Under +141.5 ,2.16,1.97,Panathinaikos,Fenerbahce,"Thursday, 20 Apr  2017, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/panathinaikos-fenerbahce-vR9GnPSI/
14,Asian handicap -11.5 ,2.0,1.99,Over/Under +169.5 ,2.0,2.0,CSKA Moscow,Baskonia,"Thursday, 20 Apr  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/cska-moscow-saski-baskonia-6X12ASKP/
15,Asian handicap -9.5 ,2.2,1.97,Over/Under +166 ,2.02,2.16,Real Madrid,Darussafaka,"Wednesday, 19 Apr  2017, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/real-madrid-darussafaka-nD4dimEm/
16,Asian handicap -6.5 ,2.17,1.95,Over/Under +152 ,1.98,2.1,Olympiakos,Anadolu Efes,"Wednesday, 19 Apr  2017, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/olympiakos-piraeus-anadolu-efes-KQ24kRr0/
17,Asian handicap -4.5 ,2.02,1.92,Over/Under +143.5 ,2.19,1.95,Panathinaikos,Fenerbahce,"Tuesday, 18 Apr  2017, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/panathinaikos-fenerbahce-Q330j7Tg/
18,Asian handicap -11.5 ,2.11,1.97,Over/Under +168.5 ,2.08,1.93,CSKA Moscow,Baskonia,"Tuesday, 18 Apr  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/cska-moscow-saski-baskonia-IBL7lob6/
19,Asian handicap -5.5 ,1.99,1.97,Over/Under +167 ,2.16,1.98,Real Madrid,Anadolu Efes,"Friday, 07 Apr  2017, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/real-madrid-anadolu-efes-QNgSnkTo/
20,Asian handicap -3.5 ,1.95,1.99,Over/Under +166.5 ,2.02,1.94,Olimpia Milano,Unics Kazan,"Friday, 07 Apr  2017, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/milan-unics-kazan-CK5pO5jo/
21,Asian handicap -9.5 ,2.03,1.94,Over/Under +162.5 ,2.0,1.97,CSKA Moscow,Olympiakos,"Friday, 07 Apr  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/cska-moscow-olympiakos-piraeus-hzPDTRSN/
22,Asian handicap -5.5 ,2.02,2.01,Over/Under +144.5 ,1.97,1.99,Darussafaka,Crvena zvezda mts,"Friday, 07 Apr  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/darussafaka-crvena-zvezda-mts-zaEISorU/
23,Asian handicap -8.5 ,1.92,2.07,Over/Under +159.5 ,1.97,2.0,Baskonia,Zalgiris Kaunas,"Thursday, 06 Apr  2017, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/saski-baskonia-zalgiris-kaunas-pAL5VmbB/
24,Asian handicap +6.5 ,1.98,1.99,Over/Under +153.5 ,1.93,2.11,Maccabi Tel Aviv,Panathinaikos,"Thursday, 06 Apr  2017, 21:05",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/maccabi-tel-aviv-panathinaikos-EqQ9U7DH/
25,Asian handicap -8.5 ,1.96,1.99,Over/Under +164.5 ,2.02,1.93,Bamberg,Galatasaray,"Thursday, 06 Apr  2017, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/brose-bamberg-galatasaray-OfXdX9Tb/
26,Asian handicap -9.5 ,1.95,1.95,Over/Under +145.5 ,1.98,1.99,Fenerbahce,Barcelona,"Thursday, 06 Apr  2017, 20:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/fenerbahce-barcelona-6JM1WTr5/
27,Asian handicap -6.5 ,1.91,2.13,Over/Under +160.5 ,2.0,1.95,Real Madrid,Fenerbahce,"Friday, 31 Mar  2017, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/real-madrid-fenerbahce-WnFkZVbn/
28,Asian handicap -1.5 ,2.02,2.1,Over/Under +157.5 ,1.99,2.05,Panathinaikos,CSKA Moscow,"Friday, 31 Mar  2017, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/panathinaikos-cska-moscow-hdGozCqt/
29,Asian handicap -6.5 ,1.99,1.96,Over/Under +147.5 ,2.0,1.99,Crvena zvezda mts,Unics Kazan,"Friday, 31 Mar  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/crvena-zvezda-mts-unics-kazan-EVpyG8bO/
30,Asian handicap +4.5 ,2.02,1.99,Over/Under +161 ,2.05,1.93,Galatasaray,Baskonia,"Friday, 31 Mar  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/galatasaray-saski-baskonia-hMquFSDU/
31,Asian handicap -9 ,1.98,1.96,Over/Under +159.5 ,2.14,1.91,Zalgiris Kaunas,Olimpia Milano,"Friday, 31 Mar  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/zalgiris-kaunas-milan-Q9EgYkEh/
32,Asian handicap -9.5 ,2.05,2.0,Over/Under +157 ,1.93,1.99,Barcelona,Maccabi Tel Aviv,"Thursday, 30 Mar  2017, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/barcelona-maccabi-tel-aviv-K8oXGlqI/
33,Asian handicap +4.5 ,1.98,1.97,Over/Under +157.5 ,2.12,1.95,Bamberg,Darussafaka,"Thursday, 30 Mar  2017, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/brose-bamberg-darussafaka-65sTHUTB/
34,Asian handicap -4.5 ,1.98,1.96,Over/Under +154.5 ,1.98,1.95,Anadolu Efes,Olympiakos,"Thursday, 30 Mar  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/anadolu-efes-olympiakos-piraeus-OthOIAE5/
35,Asian handicap +1.5 ,1.93,1.99,Over/Under +146 ,1.99,1.96,Barcelona,Crvena zvezda mts,"Friday, 24 Mar  2017, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/barcelona-crvena-zvezda-mts-rsqFpuLC/
36,Asian handicap -2 ,1.92,2.0,Over/Under +156.5 ,1.96,1.98,Olympiakos,Real Madrid,"Friday, 24 Mar  2017, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/olympiakos-piraeus-real-madrid-MXsJqazJ/
37,Asian handicap -8.5 ,1.91,2.02,Over/Under +154.5 ,1.97,1.99,Darussafaka,Galatasaray,"Friday, 24 Mar  2017, 19:15",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/darussafaka-galatasaray-2VRHoL56/
38,Asian handicap +9.5 ,1.98,2.01,Over/Under +166.5 ,1.98,1.98,Unics Kazan,CSKA Moscow,"Friday, 24 Mar  2017, 18:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/unics-kazan-cska-moscow-zyW08rDJ/
39,Asian handicap -2.5 ,2.04,1.9,Over/Under +153.5 ,1.94,2.01,Baskonia,Panathinaikos,"Thursday, 23 Mar  2017, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/saski-baskonia-panathinaikos-UHT9msyf/
40,Asian handicap -1 ,1.96,2.11,Over/Under +161.5 ,1.99,1.95,Olimpia Milano,Bamberg,"Thursday, 23 Mar  2017, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/milan-brose-bamberg-GEP5lNLm/
41,Asian handicap -2.5 ,2.03,1.95,Over/Under +162.5 ,1.93,1.98,Maccabi Tel Aviv,Zalgiris Kaunas,"Thursday, 23 Mar  2017, 21:05",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/maccabi-tel-aviv-zalgiris-kaunas-OvTDn1j0/
42,Asian handicap -4.5 ,1.97,2.14,Over/Under +154.5 ,1.95,2.05,Anadolu Efes,Fenerbahce,"Thursday, 23 Mar  2017, 19:30",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/anadolu-efes-fenerbahce-Ykz1k36s/
43,Asian handicap -9.5 ,1.99,1.96,Over/Under +161.5 ,1.97,2.01,Real Madrid,Barcelona,"Wednesday, 22 Mar  2017, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/real-madrid-barcelona-pjgKJjaa/
44,Asian handicap -1.5 ,1.97,1.99,Over/Under +145.5 ,1.96,2.0,Crvena zvezda mts,Olympiakos,"Wednesday, 22 Mar  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/crvena-zvezda-mts-olympiakos-piraeus-GA57MhFt/
45,Asian handicap -4.5 ,2.05,1.98,Over/Under +162.5 ,2.11,1.93,Galatasaray,Unics Kazan,"Wednesday, 22 Mar  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/galatasaray-unics-kazan-xQgGKWqg/
46,Asian handicap -11.5 ,2.02,2.02,Over/Under +166.5 ,1.96,2.0,CSKA Moscow,Darussafaka,"Wednesday, 22 Mar  2017, 18:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/cska-moscow-darussafaka-bZfCLCUn/
47,Asian handicap -13.5 ,1.97,2.1,Over/Under +158 ,2.01,2.0,Panathinaikos,Olimpia Milano,"Tuesday, 21 Mar  2017, 21:15",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/panathinaikos-milan-QoQc2kUO/
48,Asian handicap +2.5 ,2.03,1.95,Over/Under +163.5 ,1.98,1.99,Bamberg,Baskonia,"Tuesday, 21 Mar  2017, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/brose-bamberg-saski-baskonia-UJWl4BaC/
49,Asian handicap -1.5 ,1.98,1.95,Over/Under +156.5 ,1.96,1.97,Zalgiris Kaunas,Anadolu Efes,"Tuesday, 21 Mar  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/zalgiris-kaunas-anadolu-efes-vkEuRY6P/
50,Asian handicap -11.5 ,1.97,2.04,Over/Under +160.5 ,1.97,1.93,Fenerbahce,Maccabi Tel Aviv,"Tuesday, 21 Mar  2017, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/fenerbahce-maccabi-tel-aviv-neRg3VEI/
51,Asian handicap +4.5 ,2.02,1.98,Over/Under +168.5 ,1.95,2.03,Baskonia,CSKA Moscow,"Friday, 17 Mar  2017, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/saski-baskonia-cska-moscow-pWUx7DFg/
52,Asian handicap -13.5 ,2.06,1.98,Over/Under +152.5 ,2.02,1.91,Olympiakos,Galatasaray,"Friday, 17 Mar  2017, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/olympiakos-piraeus-galatasaray-d6Yt6XUa/
53,Asian handicap -4.5 ,2.11,1.91,Over/Under +150.5 ,1.97,1.96,Darussafaka,Barcelona,"Friday, 17 Mar  2017, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/darussafaka-barcelona-27uY7g0m/
54,Asian handicap -1.5 ,1.92,2.06,Over/Under +155.5 ,2.07,1.91,Unics Kazan,Zalgiris Kaunas,"Friday, 17 Mar  2017, 18:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/unics-kazan-zalgiris-kaunas-jTXp5ip6/
55,Asian handicap +2.5 ,2.0,2.02,Over/Under +153.5 ,1.94,2.01,Bamberg,Fenerbahce,"Thursday, 16 Mar  2017, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/brose-bamberg-fenerbahce-hYkbEeNJ/
56,Asian handicap +3.5 ,2.05,1.92,Over/Under +158.5 ,1.96,1.98,Olimpia Milano,Crvena zvezda mts,"Thursday, 16 Mar  2017, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/milan-crvena-zvezda-mts-WOl2DFxQ/
57,Asian handicap -1.5 ,2.03,1.96,Over/Under +157.5 ,1.99,1.98,Panathinaikos,Real Madrid,"Thursday, 16 Mar  2017, 21:15",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/panathinaikos-real-madrid-OGtU8Zps/
58,Asian handicap -10.5 ,2.01,1.98,Over/Under +169.5 ,1.98,1.95,Anadolu Efes,Maccabi Tel Aviv,"Thursday, 16 Mar  2017, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/anadolu-efes-maccabi-tel-aviv-jTBFkCpJ/
59,Asian handicap -11.5 ,1.94,2.02,Over/Under +162.5 ,2.01,2.0,Real Madrid,Crvena zvezda mts,"Friday, 10 Mar  2017, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/real-madrid-crvena-zvezda-mts-bav3fzWm/
60,Asian handicap -6.5 ,1.98,1.96,Over/Under +150.5 ,2.14,1.93,Olympiakos,Darussafaka,"Friday, 10 Mar  2017, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/olympiakos-piraeus-darussafaka-xQ7BjhVC/
61,Asian handicap -7 ,1.98,1.99,Over/Under +163 ,2.03,1.93,Anadolu Efes,Bamberg,"Friday, 10 Mar  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/anadolu-efes-brose-bamberg-4C93hE00/
62,Asian handicap -6 ,2.02,1.96,Over/Under +153.5 ,2.0,1.95,Barcelona,Unics Kazan,"Thursday, 09 Mar  2017, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/barcelona-unics-kazan-r387iYF6/
63,Asian handicap -4.5 ,2.02,1.96,Over/Under +166.5 ,2.06,1.93,Maccabi Tel Aviv,Olimpia Milano,"Thursday, 09 Mar  2017, 21:05",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/maccabi-tel-aviv-milan-4xuaeGGs/
64,Asian handicap +1.5 ,1.98,1.99,Over/Under +151.5 ,1.97,1.99,Zalgiris Kaunas,Panathinaikos,"Thursday, 09 Mar  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/zalgiris-kaunas-panathinaikos-xjw7gfof/
65,Asian handicap -6.5 ,2.0,1.97,Over/Under +156.5 ,1.98,1.94,Fenerbahce,Baskonia,"Thursday, 09 Mar  2017, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/fenerbahce-saski-baskonia-h0CVCrnF/
66,Asian handicap -18.5 ,2.08,1.96,Over/Under +170.5 ,2.02,1.96,CSKA Moscow,Galatasaray,"Thursday, 09 Mar  2017, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/cska-moscow-galatasaray-AyNQDOW8/
67,Asian handicap +6.5 ,2.09,1.9,Over/Under +161.5 ,2.17,1.92,Barcelona,CSKA Moscow,"Friday, 03 Mar  2017, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/barcelona-cska-moscow-rVUvjLv2/
68,Asian handicap -3.5 ,2.04,1.95,Over/Under +154.5 ,1.95,2.0,Darussafaka,Panathinaikos,"Friday, 03 Mar  2017, 19:15",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/darussafaka-panathinaikos-4vWzi1Pe/
69,Asian handicap -1.5 ,1.9,2.16,Over/Under +164.5 ,2.01,1.91,Unics Kazan,Anadolu Efes,"Friday, 03 Mar  2017, 18:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/unics-kazan-anadolu-efes-WpOME4H2/
70,Asian handicap -9.5 ,2.03,1.97,Over/Under +171.5 ,2.0,1.98,Baskonia,Olimpia Milano,"Thursday, 02 Mar  2017, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/saski-baskonia-milan-E9idbqXL/
71,Asian handicap +6 ,1.96,2.0,Over/Under +156.5 ,1.94,2.08,Maccabi Tel Aviv,Olympiakos,"Thursday, 02 Mar  2017, 21:05",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/maccabi-tel-aviv-olympiakos-piraeus-h0j0c3nS/
72,Asian handicap -5.5 ,2.04,2.03,Over/Under +152 ,1.97,2.0,Crvena zvezda mts,Bamberg,"Thursday, 02 Mar  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/crvena-zvezda-mts-brose-bamberg-MFtWisAk/
73,Asian handicap +11.5 ,2.12,1.9,Over/Under +167.5 ,1.96,2.04,Galatasaray,Real Madrid,"Thursday, 02 Mar  2017, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/galatasaray-real-madrid-dYdiaPHF/
74,Asian handicap +1.5 ,2.08,1.95,Over/Under +153.5 ,1.97,2.03,Zalgiris Kaunas,Fenerbahce,"Thursday, 02 Mar  2017, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/zalgiris-kaunas-fenerbahce-AuwShNfq/
75,Asian handicap -9.5 ,2.05,1.91,Over/Under +167.5 ,2.06,1.97,Real Madrid,Darussafaka,"Friday, 24 Feb  2017, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/real-madrid-darussafaka-Isbm0529/
76,Asian handicap -10.5 ,1.94,2.08,Over/Under +152.5 ,1.98,1.94,Panathinaikos,Unics Kazan,"Friday, 24 Feb  2017, 21:15",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/panathinaikos-unics-kazan-OKbq1om3/
77,Asian handicap -5 ,1.93,1.98,Over/Under +155.5 ,2.01,1.95,Bamberg,Zalgiris Kaunas,"Friday, 24 Feb  2017, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/brose-bamberg-zalgiris-kaunas-AHfu2RXd/
78,Asian handicap -5.5 ,1.91,2.12,Over/Under +167.5 ,2.08,1.94,Anadolu Efes,Baskonia,"Friday, 24 Feb  2017, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/anadolu-efes-saski-baskonia-ULHhvOuj/
79,Asian handicap -2.5 ,1.9,2.09,Over/Under +160 ,1.95,1.96,Olimpia Milano,Barcelona,"Thursday, 23 Feb  2017, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/milan-barcelona-KnWMqpIS/
80,Asian handicap -6.5 ,2.06,1.96,Over/Under +153 ,1.97,1.95,Crvena zvezda mts,Galatasaray,"Thursday, 23 Feb  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/crvena-zvezda-mts-galatasaray-OKxEo6mG/
81,Asian handicap -6.5 ,1.92,2.09,Over/Under +147.5 ,2.01,1.91,Fenerbahce,Olympiakos,"Thursday, 23 Feb  2017, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/fenerbahce-olympiakos-piraeus-MeIlu4Qq/
82,Asian handicap -16.5 ,1.93,2.0,Over/Under +169.5 ,2.02,2.01,CSKA Moscow,Maccabi Tel Aviv,"Thursday, 23 Feb  2017, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/cska-moscow-maccabi-tel-aviv-xOtIpQ2M/
83,Asian handicap -9.5 ,2.06,1.98,Over/Under +157 ,1.97,2.0,Barcelona,Galatasaray,"Friday, 10 Feb  2017, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/barcelona-galatasaray-j7v6mSI3/
84,Asian handicap -9 ,2.09,1.91,Over/Under +153.5 ,1.91,2.03,Olympiakos,Zalgiris Kaunas,"Friday, 10 Feb  2017, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/olympiakos-piraeus-zalgiris-kaunas-UcwAnnY9/
85,Asian handicap +3.5 ,1.95,2.08,Over/Under +152.5 ,2.06,1.91,Darussafaka,Fenerbahce,"Friday, 10 Feb  2017, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/darussafaka-fenerbahce-YVq1l83c/
86,Asian handicap -6.5 ,1.91,2.0,Over/Under +151.5 ,2.0,1.93,Panathinaikos,Bamberg,"Thursday, 09 Feb  2017, 21:15",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/panathinaikos-brose-bamberg-rivCRpdp/
87,Asian handicap +3 ,1.91,2.06,Over/Under +164.5 ,1.92,1.99,Maccabi Tel Aviv,Baskonia,"Thursday, 09 Feb  2017, 21:05",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/maccabi-tel-aviv-saski-baskonia-xA1qWQmT/
88,Asian handicap -16.5 ,1.98,2.13,Over/Under +159.5 ,2.01,1.98,CSKA Moscow,Crvena zvezda mts,"Thursday, 09 Feb  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/cska-moscow-crvena-zvezda-mts-fuocklli/
89,Asian handicap -8.5 ,2.0,1.96,Over/Under +171.5 ,2.0,2.06,Anadolu Efes,Olimpia Milano,"Thursday, 09 Feb  2017, 19:30",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/anadolu-efes-milan-bJ2uX6YM/
90,Asian handicap +6.5 ,2.06,1.99,Over/Under +163.5 ,2.01,2.0,Unics Kazan,Real Madrid,"Thursday, 09 Feb  2017, 18:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/unics-kazan-real-madrid-txcFQ4Bj/
91,Asian handicap -4.5 ,1.94,2.06,Over/Under +155.5 ,1.99,1.95,Crvena zvezda mts,Anadolu Efes,"Friday, 03 Feb  2017, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/crvena-zvezda-mts-anadolu-efes-jgaXYS3A/
92,Asian handicap +1.5 ,2.0,2.02,Over/Under +169.5 ,2.0,1.96,Baskonia,Real Madrid,"Friday, 03 Feb  2017, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/saski-baskonia-real-madrid-UqbyYnJG/
93,Asian handicap +3.5 ,1.99,1.96,Over/Under +156.5 ,2.03,1.94,Galatasaray,Panathinaikos,"Friday, 03 Feb  2017, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/galatasaray-panathinaikos-lvz572SP/
94,Asian handicap -2 ,2.01,2.01,Over/Under +166.5 ,1.99,1.97,Olimpia Milano,Darussafaka,"Thursday, 02 Feb  2017, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/milan-darussafaka-MD7GxB4o/
95,Asian handicap -7.5 ,2.19,1.92,Over/Under +161.5 ,1.93,1.99,Bamberg,Maccabi Tel Aviv,"Thursday, 02 Feb  2017, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/brose-bamberg-maccabi-tel-aviv-ML1uERRp/
96,Asian handicap +1.5 ,1.99,1.98,Over/Under +150 ,1.97,1.96,Zalgiris Kaunas,Barcelona,"Thursday, 02 Feb  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/zalgiris-kaunas-barcelona-8U9SZ8l4/
97,Asian handicap -3 ,1.96,2.01,Over/Under +158.5 ,2.15,1.91,Fenerbahce,CSKA Moscow,"Thursday, 02 Feb  2017, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/fenerbahce-cska-moscow-046KyVJi/
98,Asian handicap -1.5 ,2.01,2.02,Over/Under +149.5 ,1.98,1.98,Unics Kazan,Olympiakos,"Thursday, 02 Feb  2017, 18:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/unics-kazan-olympiakos-piraeus-fR5OzkZc/
99,Asian handicap -14.5 ,1.96,2.08,Over/Under +172.5 ,2.04,1.97,Real Madrid,Olimpia Milano,"Friday, 27 Jan  2017, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/real-madrid-milan-WtlZgqbQ/
100,Asian handicap -7.5 ,2.06,1.93,Over/Under +150.5 ,2.0,1.99,Olympiakos,Bamberg,"Friday, 27 Jan  2017, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/olympiakos-piraeus-brose-bamberg-27qVfPrK/
101,Asian handicap -5.5 ,2.07,1.94,Over/Under +156.5 ,1.97,2.0,Barcelona,Baskonia,"Friday, 27 Jan  2017, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/barcelona-saski-baskonia-xO4WZN6f/
102,Asian handicap -6.5 ,1.96,1.99,Over/Under +155.5 ,2.03,1.93,Darussafaka,Zalgiris Kaunas,"Friday, 27 Jan  2017, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2016-2017/darussafaka-zalgiris-kaunas-OGpRe5TD/
